visitId,fullVisitorId,date,visitStartTime,channelGrouping,source,medium,deviceCategory,browser,operatingSystem,isMobile,continent,country,city,transactionRevenue,sessionDuration,pageViews,visitNumber,Unnamed: 18,channel_key,channel_id,Unnamed: 21,Unnamed: 22,geo_key,geo_id,Unnamed: 25,time_key,time_id
6104927,6051056279,20231221,1703123048,Direct,google,referral,mobile,Chrome,iOS,True,Oceania,Australia,Sydney,0,777,1,2,,Direct|google|referral,94,,,Oceania|Australia|Sydney,4,,20231221|1703123048,129
5869029,1371843972,20231120,1700487396,Social,newsletter,referral,mobile,Firefox,iOS,True,Oceania,Australia,Sydney,0,711,9,3,,Social|newsletter|referral,39,,,Oceania|Australia|Sydney,4,,20231120|1700487396,130
5118309,4819175144,20230103,1672721541,Direct,youtube,referral,desktop,Opera,Linux,False,South America,Brazil,São Paulo,0,1109,6,3,,Direct|youtube|referral,2,,,South America|Brazil|São Paulo,1,,20230103|1672721541,131
2096099,6696455972,20231125,1700949894,Referral,facebook,organic,tablet,Opera,Android,True,Europe,Germany,Berlin,0,340,3,3,,Referral|facebook|organic,95,,,Europe|Germany|Berlin,2,,20231125|1700949894,132
8938692,7128354020,20230207,1675747470,Direct,facebook,(none),mobile,Opera,Android,False,South America,Brazil,São Paulo,0,857,4,3,,Direct|facebook|(none),96,,,South America|Brazil|São Paulo,1,,20230207|1675747470,133
8898039,6082670741,20230507,1683456837,Referral,google,organic,tablet,Edge,Linux,True,Europe,Germany,Berlin,17809,191,10,3,,Referral|google|organic,97,,,Europe|Germany|Berlin,2,,20230507|1683456837,134
8576430,3132557247,20230711,1689107085,Organic Search,facebook,(none),mobile,Opera,Android,True,Oceania,Australia,Sydney,11304,390,8,2,,Organic Search|facebook|(none),98,,,Oceania|Australia|Sydney,4,,20230711|1689107085,135
7472196,9441206555,20230915,1694756815,Paid Search,newsletter,organic,desktop,Opera,Android,False,Oceania,Australia,Sydney,2327,1140,4,1,,Paid Search|newsletter|organic,30,,,Oceania|Australia|Sydney,4,,20230915|1694756815,136
6961763,1925723666,20230325,1679720851,Paid Search,direct,(none),desktop,Opera,iOS,False,North America,USA,New York,17780,28,9,3,,Paid Search|direct|(none),37,,,North America|USA|New York,3,,20230325|1679720851,137
5572271,4425943833,20230517,1684342237,Organic Search,facebook,referral,desktop,Edge,iOS,False,Oceania,Australia,Sydney,0,1035,9,3,,Organic Search|facebook|referral,84,,,Oceania|Australia|Sydney,4,,20230517|1684342237,138
9415022,2483022228,20230507,1683503906,Paid Search,youtube,email,mobile,Edge,Android,False,South America,Brazil,São Paulo,0,516,10,5,,Paid Search|youtube|email,35,,,South America|Brazil|São Paulo,1,,20230507|1683503906,139
6082974,9164302898,20230606,1686057089,Display,google,cpc,mobile,Edge,Android,False,South America,Brazil,São Paulo,0,728,2,4,,Display|google|cpc,99,,,South America|Brazil|São Paulo,1,,20230606|1686057089,140
8440187,6153552103,20230129,1674993725,Social,bing,cpc,desktop,Opera,Windows,True,Asia,India,Nueva Delhi,6890,810,5,5,,Social|bing|cpc,12,,,Asia|India|Nueva Delhi,6,,20230129|1674993725,141
1901885,8580349140,20230727,1690426943,Direct,newsletter,cpc,desktop,Firefox,Windows,False,Oceania,Australia,Sydney,0,786,5,2,,Direct|newsletter|cpc,21,,,Oceania|Australia|Sydney,4,,20230727|1690426943,142
5202269,1225056114,20231013,1697161260,Display,google,(none),desktop,Edge,Macintosh,True,Asia,India,Nueva Delhi,0,1048,2,1,,Display|google|(none),100,,,Asia|India|Nueva Delhi,6,,20231013|1697161260,143
4364698,2885957311,20230424,1682321556,Email,direct,cpc,desktop,Firefox,iOS,False,Europe,Spain,Madrid,0,352,5,5,,Email|direct|cpc,3,,,Europe|Spain|Madrid,5,,20230424|1682321556,144
8389506,5516454826,20230509,1683639298,Direct,bing,cpc,desktop,Firefox,Android,True,Asia,India,Nueva Delhi,0,763,8,1,,Direct|bing|cpc,44,,,Asia|India|Nueva Delhi,6,,20230509|1683639298,145
1632979,8140968736,20230102,1672679098,Social,bing,cpc,mobile,Edge,Linux,False,Asia,India,Nueva Delhi,0,1100,8,3,,Social|bing|cpc,12,,,Asia|India|Nueva Delhi,6,,20230102|1672679098,146
7819584,4637881616,20230102,1672632962,Paid Search,direct,organic,mobile,Opera,Android,True,North America,USA,New York,0,1200,2,3,,Paid Search|direct|organic,101,,,North America|USA|New York,3,,20230102|1672632962,147
1167080,8197818255,20231006,1696588292,Direct,youtube,email,desktop,Opera,iOS,True,Europe,Germany,Berlin,5190,16,4,3,,Direct|youtube|email,32,,,Europe|Germany|Berlin,2,,20231006|1696588292,148
5885287,3392796566,20231114,1699926746,Referral,bing,organic,mobile,Safari,Macintosh,False,South America,Brazil,São Paulo,0,172,1,4,,Referral|bing|organic,60,,,South America|Brazil|São Paulo,1,,20231114|1699926746,149
6069255,5253806523,20231227,1703692699,Referral,youtube,email,tablet,Edge,Android,True,South America,Brazil,São Paulo,0,212,9,3,,Referral|youtube|email,102,,,South America|Brazil|São Paulo,1,,20231227|1703692699,150
8445567,4727734939,20230811,1691753793,Paid Search,newsletter,(none),mobile,Chrome,iOS,False,South America,Brazil,São Paulo,0,924,5,5,,Paid Search|newsletter|(none),103,,,South America|Brazil|São Paulo,1,,20230811|1691753793,151
7764839,3977107633,20230716,1689501858,Direct,facebook,cpc,desktop,Chrome,Macintosh,True,Asia,India,Nueva Delhi,0,804,8,2,,Direct|facebook|cpc,74,,,Asia|India|Nueva Delhi,6,,20230716|1689501858,152
3093682,4329065032,20230903,1693702253,Direct,newsletter,organic,tablet,Chrome,Macintosh,True,Europe,Germany,Berlin,0,718,1,1,,Direct|newsletter|organic,8,,,Europe|Germany|Berlin,2,,20230903|1693702253,153
6120641,5032636332,20230607,1686138163,Direct,youtube,cpc,mobile,Chrome,iOS,True,South America,Brazil,São Paulo,0,714,6,5,,Direct|youtube|cpc,104,,,South America|Brazil|São Paulo,1,,20230607|1686138163,154
6051792,6249334196,20231212,1702360492,Paid Search,facebook,organic,tablet,Chrome,Linux,False,South America,Brazil,São Paulo,0,580,6,2,,Paid Search|facebook|organic,105,,,South America|Brazil|São Paulo,1,,20231212|1702360492,155
2118127,9623477425,20230411,1681201403,Paid Search,google,(none),tablet,Safari,iOS,True,North America,USA,New York,0,743,7,1,,Paid Search|google|(none),106,,,North America|USA|New York,3,,20230411|1681201403,156
9955543,9652035661,20231031,1698747218,Organic Search,newsletter,organic,tablet,Chrome,Windows,False,Europe,Spain,Madrid,0,1028,4,2,,Organic Search|newsletter|organic,107,,,Europe|Spain|Madrid,5,,20231031|1698747218,157
4593936,6960408823,20230731,1690837700,Organic Search,google,email,desktop,Chrome,Windows,True,South America,Brazil,São Paulo,0,1193,9,5,,Organic Search|google|email,108,,,South America|Brazil|São Paulo,1,,20230731|1690837700,158
4976937,4220983148,20231012,1697115600,Display,facebook,cpc,desktop,Edge,Macintosh,True,Asia,India,Nueva Delhi,0,371,2,3,,Display|facebook|cpc,109,,,Asia|India|Nueva Delhi,6,,20231012|1697115600,159
6069807,2475581640,20230706,1688667544,Paid Search,google,organic,tablet,Safari,iOS,True,North America,USA,New York,0,817,1,3,,Paid Search|google|organic,110,,,North America|USA|New York,3,,20230706|1688667544,160
4929888,8104082456,20231211,1702277052,Email,youtube,referral,tablet,Firefox,iOS,False,North America,USA,New York,0,269,9,4,,Email|youtube|referral,111,,,North America|USA|New York,3,,20231211|1702277052,161
8423401,5849186462,20230829,1693312726,Paid Search,newsletter,cpc,tablet,Edge,Linux,False,Asia,India,Nueva Delhi,0,793,5,4,,Paid Search|newsletter|cpc,112,,,Asia|India|Nueva Delhi,6,,20230829|1693312726,162
2544350,4527322016,20230110,1673311770,Email,google,cpc,desktop,Edge,Macintosh,False,North America,USA,New York,0,50,7,3,,Email|google|cpc,113,,,North America|USA|New York,3,,20230110|1673311770,163
7034564,1846077459,20230107,1673126595,Social,facebook,referral,desktop,Safari,Linux,True,Oceania,Australia,Sydney,0,1006,9,3,,Social|facebook|referral,114,,,Oceania|Australia|Sydney,4,,20230107|1673126595,164
1414672,3598981240,20230722,1690029068,Direct,newsletter,(none),mobile,Firefox,Macintosh,True,Oceania,Australia,Sydney,11847,919,9,1,,Direct|newsletter|(none),70,,,Oceania|Australia|Sydney,4,,20230722|1690029068,165
3158870,7456799213,20230531,1685568001,Referral,bing,(none),tablet,Safari,Android,True,Europe,Germany,Berlin,0,270,3,5,,Referral|bing|(none),61,,,Europe|Germany|Berlin,2,,20230531|1685568001,166
8800656,6054175750,20231120,1700462795,Email,google,cpc,mobile,Safari,Macintosh,False,Asia,India,Nueva Delhi,7993,846,9,4,,Email|google|cpc,113,,,Asia|India|Nueva Delhi,6,,20231120|1700462795,167
8578753,7408617317,20230630,1688164814,Email,direct,cpc,desktop,Opera,Macintosh,True,Asia,India,Nueva Delhi,0,98,7,5,,Email|direct|cpc,3,,,Asia|India|Nueva Delhi,6,,20230630|1688164814,168
9910611,9125388415,20230903,1693727934,Referral,bing,cpc,tablet,Edge,iOS,False,North America,USA,New York,7525,546,10,3,,Referral|bing|cpc,29,,,North America|USA|New York,3,,20230903|1693727934,169
1593961,5152337729,20230422,1682181145,Email,facebook,cpc,mobile,Chrome,iOS,True,North America,USA,New York,3044,234,7,2,,Email|facebook|cpc,115,,,North America|USA|New York,3,,20230422|1682181145,170
1860255,8515145812,20230820,1692509690,Social,facebook,email,tablet,Edge,Macintosh,False,South America,Brazil,São Paulo,9249,1006,8,2,,Social|facebook|email,116,,,South America|Brazil|São Paulo,1,,20230820|1692509690,171
2062525,9698869231,20230203,1675418450,Email,newsletter,referral,desktop,Safari,iOS,False,Europe,Spain,Madrid,9197,195,6,2,,Email|newsletter|referral,117,,,Europe|Spain|Madrid,5,,20230203|1675418450,172
5763179,1188763474,20230315,1678894235,Display,direct,(none),tablet,Edge,Android,True,Europe,Germany,Berlin,0,250,5,3,,Display|direct|(none),17,,,Europe|Germany|Berlin,2,,20230315|1678894235,173
9158309,7395502861,20230608,1686214618,Organic Search,direct,cpc,tablet,Safari,Macintosh,False,Oceania,Australia,Sydney,1060,26,10,2,,Organic Search|direct|cpc,118,,,Oceania|Australia|Sydney,4,,20230608|1686214618,174
8132178,7689119234,20231113,1699899358,Email,youtube,cpc,tablet,Safari,Linux,False,Europe,Germany,Berlin,0,121,1,3,,Email|youtube|cpc,119,,,Europe|Germany|Berlin,2,,20231113|1699899358,175
8964869,5080242544,20230313,1678672499,Display,google,(none),mobile,Edge,Macintosh,True,North America,USA,New York,16919,883,9,1,,Display|google|(none),100,,,North America|USA|New York,3,,20230313|1678672499,176
5480189,3554449511,20231214,1702549580,Email,facebook,referral,desktop,Opera,Windows,False,South America,Brazil,São Paulo,0,402,6,1,,Email|facebook|referral,120,,,South America|Brazil|São Paulo,1,,20231214|1702549580,177
7524386,1376259694,20230819,1692403511,Direct,newsletter,organic,mobile,Firefox,Windows,False,Europe,Germany,Berlin,0,510,1,2,,Direct|newsletter|organic,8,,,Europe|Germany|Berlin,2,,20230819|1692403511,178
1290945,8338438027,20231120,1700504689,Referral,google,(none),tablet,Chrome,iOS,False,Europe,Germany,Berlin,0,199,7,3,,Referral|google|(none),86,,,Europe|Germany|Berlin,2,,20231120|1700504689,179
9053083,8607932381,20230517,1684321815,Direct,youtube,organic,mobile,Chrome,Windows,True,South America,Brazil,São Paulo,8380,614,10,5,,Direct|youtube|organic,121,,,South America|Brazil|São Paulo,1,,20230517|1684321815,180
8447057,8495761296,20231029,1698620106,Social,facebook,organic,mobile,Edge,iOS,True,Europe,Germany,Berlin,0,536,4,1,,Social|facebook|organic,122,,,Europe|Germany|Berlin,2,,20231029|1698620106,181
8529840,4971348477,20230207,1675777798,Paid Search,google,email,mobile,Chrome,Macintosh,False,Asia,India,Nueva Delhi,0,279,1,2,,Paid Search|google|email,75,,,Asia|India|Nueva Delhi,6,,20230207|1675777798,182
7997348,2424338957,20230422,1682189694,Organic Search,newsletter,(none),desktop,Safari,iOS,True,Europe,Germany,Berlin,2533,1117,7,1,,Organic Search|newsletter|(none),123,,,Europe|Germany|Berlin,2,,20230422|1682189694,183
6075051,9721454926,20231222,1703207575,Organic Search,facebook,organic,desktop,Edge,Android,True,Asia,India,Nueva Delhi,0,169,3,1,,Organic Search|facebook|organic,124,,,Asia|India|Nueva Delhi,6,,20231222|1703207575,184
8855474,5889913708,20231228,1703807459,Social,newsletter,(none),tablet,Edge,Windows,True,South America,Brazil,São Paulo,0,415,6,2,,Social|newsletter|(none),125,,,South America|Brazil|São Paulo,1,,20231228|1703807459,185
8718562,8902583755,20231103,1699034258,Display,youtube,referral,tablet,Chrome,Macintosh,True,Asia,India,Nueva Delhi,0,1155,4,3,,Display|youtube|referral,55,,,Asia|India|Nueva Delhi,6,,20231103|1699034258,186
2175484,3576075175,20230908,1694152477,Direct,youtube,organic,tablet,Safari,iOS,True,Europe,Spain,Madrid,2482,176,8,1,,Direct|youtube|organic,121,,,Europe|Spain|Madrid,5,,20230908|1694152477,187
2800265,6381108132,20231216,1702708243,Paid Search,bing,cpc,mobile,Opera,Linux,False,Europe,Germany,Berlin,13002,151,10,1,,Paid Search|bing|cpc,56,,,Europe|Germany|Berlin,2,,20231216|1702708243,188
4253886,1506719697,20231229,1703815258,Referral,youtube,(none),desktop,Safari,Windows,False,North America,USA,New York,0,380,2,4,,Referral|youtube|(none),34,,,North America|USA|New York,3,,20231229|1703815258,189
7178631,5846955372,20230605,1685925659,Direct,facebook,referral,tablet,Opera,Android,False,North America,USA,New York,0,39,6,4,,Direct|facebook|referral,91,,,North America|USA|New York,3,,20230605|1685925659,190
7364506,8691433404,20231123,1700724258,Referral,youtube,email,tablet,Chrome,iOS,True,South America,Brazil,São Paulo,7712,955,4,1,,Referral|youtube|email,102,,,South America|Brazil|São Paulo,1,,20231123|1700724258,191
2740100,4297658956,20230627,1687880412,Direct,direct,cpc,desktop,Safari,Android,False,North America,USA,New York,0,685,7,3,,Direct|direct|cpc,126,,,North America|USA|New York,3,,20230627|1687880412,192
7433867,4681989322,20231030,1698663640,Direct,youtube,cpc,desktop,Safari,Windows,False,South America,Brazil,São Paulo,0,434,4,4,,Direct|youtube|cpc,104,,,South America|Brazil|São Paulo,1,,20231030|1698663640,193
2385020,6444264341,20230704,1688441303,Display,bing,email,desktop,Safari,Windows,False,North America,USA,New York,6587,964,9,3,,Display|bing|email,127,,,North America|USA|New York,3,,20230704|1688441303,194
6659491,9094725428,20230120,1674257935,Direct,newsletter,cpc,tablet,Opera,Android,False,Europe,Spain,Madrid,14673,556,10,4,,Direct|newsletter|cpc,21,,,Europe|Spain|Madrid,5,,20230120|1674257935,195
1556824,7479928691,20230323,1679580398,Direct,bing,(none),tablet,Edge,Macintosh,True,Oceania,Australia,Sydney,0,802,1,1,,Direct|bing|(none),33,,,Oceania|Australia|Sydney,4,,20230323|1679580398,196
2798563,9134759402,20231204,1701665408,Display,facebook,referral,desktop,Safari,Linux,False,Asia,India,Nueva Delhi,0,129,3,4,,Display|facebook|referral,36,,,Asia|India|Nueva Delhi,6,,20231204|1701665408,197
6181165,3539905634,20231107,1699370897,Social,google,email,desktop,Firefox,Linux,True,South America,Brazil,São Paulo,19223,260,4,3,,Social|google|email,22,,,South America|Brazil|São Paulo,1,,20231107|1699370897,198
7262163,5349577907,20231014,1697293293,Organic Search,bing,organic,mobile,Firefox,Linux,False,Europe,Germany,Berlin,0,920,6,1,,Organic Search|bing|organic,128,,,Europe|Germany|Berlin,2,,20231014|1697293293,199
2775625,7705684373,20230303,1677801739,Organic Search,google,organic,tablet,Safari,Windows,False,Europe,Germany,Berlin,0,727,10,1,,Organic Search|google|organic,129,,,Europe|Germany|Berlin,2,,20230303|1677801739,200
8826124,9921290163,20230903,1693772729,Organic Search,bing,organic,desktop,Firefox,iOS,True,Europe,Germany,Berlin,0,854,10,2,,Organic Search|bing|organic,128,,,Europe|Germany|Berlin,2,,20230903|1693772729,201
3527780,8542445042,20230413,1681347131,Direct,newsletter,organic,desktop,Edge,Android,False,Asia,India,Nueva Delhi,10335,744,8,5,,Direct|newsletter|organic,8,,,Asia|India|Nueva Delhi,6,,20230413|1681347131,202
1198069,2326379666,20231104,1699076502,Paid Search,direct,cpc,mobile,Edge,iOS,True,North America,USA,New York,3293,159,4,5,,Paid Search|direct|cpc,130,,,North America|USA|New York,3,,20231104|1699076502,203
1772981,5207239357,20231101,1698861941,Direct,google,email,tablet,Safari,Windows,False,Europe,Germany,Berlin,16021,1164,1,3,,Direct|google|email,79,,,Europe|Germany|Berlin,2,,20231101|1698861941,204
7917009,5934042159,20231017,1697565391,Social,youtube,email,mobile,Chrome,Macintosh,False,Oceania,Australia,Sydney,0,531,6,5,,Social|youtube|email,131,,,Oceania|Australia|Sydney,4,,20231017|1697565391,205
3720256,7099287128,20230901,1693545802,Email,google,(none),tablet,Firefox,Android,False,South America,Brazil,São Paulo,0,479,7,5,,Email|google|(none),89,,,South America|Brazil|São Paulo,1,,20230901|1693545802,206
3994861,7965011438,20230217,1676611335,Referral,direct,cpc,tablet,Safari,Linux,False,North America,USA,New York,6126,1095,6,2,,Referral|direct|cpc,132,,,North America|USA|New York,3,,20230217|1676611335,207
5951621,1686729756,20230302,1677790797,Social,direct,referral,desktop,Opera,Macintosh,True,Oceania,Australia,Sydney,3751,377,9,4,,Social|direct|referral,18,,,Oceania|Australia|Sydney,4,,20230302|1677790797,208
7702314,5325250349,20230618,1687068234,Paid Search,youtube,cpc,desktop,Safari,Android,False,South America,Brazil,São Paulo,0,82,10,5,,Paid Search|youtube|cpc,68,,,South America|Brazil|São Paulo,1,,20230618|1687068234,209
8305490,6324002296,20230926,1695732309,Social,facebook,cpc,desktop,Edge,iOS,False,Asia,India,Nueva Delhi,9390,666,7,2,,Social|facebook|cpc,67,,,Asia|India|Nueva Delhi,6,,20230926|1695732309,210
1141874,2169775586,20230704,1688487976,Display,facebook,organic,mobile,Safari,iOS,True,Europe,Germany,Berlin,3908,405,4,2,,Display|facebook|organic,133,,,Europe|Germany|Berlin,2,,20230704|1688487976,211
7738152,7591101293,20231024,1698168474,Social,newsletter,email,tablet,Edge,Linux,True,South America,Brazil,São Paulo,0,1141,10,2,,Social|newsletter|email,134,,,South America|Brazil|São Paulo,1,,20231024|1698168474,212
7763152,3656650626,20230912,1694486439,Direct,facebook,email,tablet,Opera,Macintosh,True,South America,Brazil,São Paulo,12129,910,6,1,,Direct|facebook|email,9,,,South America|Brazil|São Paulo,1,,20230912|1694486439,213
1592221,6344299493,20230307,1678209875,Paid Search,newsletter,organic,tablet,Safari,Android,False,Oceania,Australia,Sydney,18897,1057,7,5,,Paid Search|newsletter|organic,30,,,Oceania|Australia|Sydney,4,,20230307|1678209875,214
9816427,1134252637,20230125,1674683731,Referral,direct,(none),tablet,Opera,Android,False,Oceania,Australia,Sydney,0,785,2,3,,Referral|direct|(none),135,,,Oceania|Australia|Sydney,4,,20230125|1674683731,215
7463866,6379479279,20230103,1672784573,Referral,direct,cpc,desktop,Edge,Android,True,Europe,Germany,Berlin,10977,1087,9,5,,Referral|direct|cpc,132,,,Europe|Germany|Berlin,2,,20230103|1672784573,216
9226866,8432105272,20230414,1681486414,Email,newsletter,(none),tablet,Chrome,Macintosh,True,Europe,Spain,Madrid,0,364,4,5,,Email|newsletter|(none),77,,,Europe|Spain|Madrid,5,,20230414|1681486414,217
7918817,7429258613,20230826,1693037168,Display,direct,email,desktop,Firefox,Windows,False,Europe,Spain,Madrid,0,751,8,2,,Display|direct|email,25,,,Europe|Spain|Madrid,5,,20230826|1693037168,218
4109784,7083449695,20230822,1692725102,Direct,youtube,(none),mobile,Edge,Linux,True,South America,Brazil,São Paulo,0,873,10,1,,Direct|youtube|(none),59,,,South America|Brazil|São Paulo,1,,20230822|1692725102,219
7049388,2592214703,20230202,1675340668,Direct,google,email,desktop,Edge,Windows,True,North America,USA,New York,0,649,8,1,,Direct|google|email,79,,,North America|USA|New York,3,,20230202|1675340668,220
5487919,7457718995,20231115,1700067580,Display,youtube,referral,tablet,Chrome,Windows,True,Europe,Spain,Madrid,19810,1077,2,1,,Display|youtube|referral,55,,,Europe|Spain|Madrid,5,,20231115|1700067580,221
3833066,1240410247,20230911,1694425839,Direct,facebook,organic,mobile,Firefox,Windows,False,South America,Brazil,São Paulo,13626,56,7,5,,Direct|facebook|organic,57,,,South America|Brazil|São Paulo,1,,20230911|1694425839,222
7170167,8231789131,20230621,1687391304,Referral,youtube,(none),desktop,Safari,Linux,False,Europe,Germany,Berlin,0,931,1,2,,Referral|youtube|(none),34,,,Europe|Germany|Berlin,2,,20230621|1687391304,223
9698148,3281781858,20231016,1697460747,Referral,direct,organic,tablet,Opera,Android,False,South America,Brazil,São Paulo,9030,824,2,1,,Referral|direct|organic,65,,,South America|Brazil|São Paulo,1,,20231016|1697460747,224
4133871,4131231617,20231229,1703874741,Direct,bing,organic,desktop,Opera,Android,True,North America,USA,New York,2425,849,7,3,,Direct|bing|organic,50,,,North America|USA|New York,3,,20231229|1703874741,225
1377464,4798816796,20230803,1691027111,Email,direct,(none),desktop,Safari,iOS,False,Europe,Spain,Madrid,15466,408,3,4,,Email|direct|(none),19,,,Europe|Spain|Madrid,5,,20230803|1691027111,226
2637888,7217400256,20231105,1699220781,Referral,google,(none),desktop,Chrome,Windows,True,Europe,Germany,Berlin,0,492,8,3,,Referral|google|(none),86,,,Europe|Germany|Berlin,2,,20231105|1699220781,227
8297017,5350826378,20230429,1682787888,Social,facebook,organic,tablet,Firefox,Android,False,South America,Brazil,São Paulo,0,424,8,1,,Social|facebook|organic,122,,,South America|Brazil|São Paulo,1,,20230429|1682787888,228
3572145,2908598722,20230319,1679209407,Email,facebook,referral,desktop,Safari,Macintosh,True,Oceania,Australia,Sydney,2353,306,3,5,,Email|facebook|referral,120,,,Oceania|Australia|Sydney,4,,20230319|1679209407,229
9132498,3625858802,20230821,1692606269,Organic Search,bing,(none),mobile,Safari,Windows,True,South America,Brazil,São Paulo,0,690,7,2,,Organic Search|bing|(none),136,,,South America|Brazil|São Paulo,1,,20230821|1692606269,230
4934628,6078265514,20230615,1686840735,Display,youtube,(none),desktop,Firefox,Windows,False,South America,Brazil,São Paulo,0,622,8,4,,Display|youtube|(none),137,,,South America|Brazil|São Paulo,1,,20230615|1686840735,231
2893517,6502237534,20231027,1698435235,Direct,youtube,email,desktop,Chrome,iOS,True,North America,USA,New York,0,277,3,5,,Direct|youtube|email,32,,,North America|USA|New York,3,,20231027|1698435235,232
5626478,3405100971,20230621,1687353479,Email,bing,referral,mobile,Chrome,Windows,True,Europe,Germany,Berlin,0,750,3,2,,Email|bing|referral,7,,,Europe|Germany|Berlin,2,,20230621|1687353479,233
7170419,6404194556,20230524,1684906168,Direct,bing,referral,mobile,Chrome,Macintosh,False,Asia,India,Nueva Delhi,17259,468,9,5,,Direct|bing|referral,138,,,Asia|India|Nueva Delhi,6,,20230524|1684906168,234
7939754,9521050145,20230413,1681386488,Social,facebook,(none),mobile,Opera,Windows,True,Europe,Germany,Berlin,0,603,5,4,,Social|facebook|(none),46,,,Europe|Germany|Berlin,2,,20230413|1681386488,235
5135546,2388309220,20230522,1684740056,Social,direct,referral,desktop,Safari,Linux,False,Europe,Spain,Madrid,0,919,2,1,,Social|direct|referral,18,,,Europe|Spain|Madrid,5,,20230522|1684740056,236
8342768,7835061156,20231127,1701079939,Social,google,referral,tablet,Opera,Macintosh,True,Oceania,Australia,Sydney,0,246,2,5,,Social|google|referral,139,,,Oceania|Australia|Sydney,4,,20231127|1701079939,237
4185123,9897915188,20230208,1675819758,Direct,youtube,organic,mobile,Chrome,Linux,True,Asia,India,Nueva Delhi,0,1146,4,2,,Direct|youtube|organic,121,,,Asia|India|Nueva Delhi,6,,20230208|1675819758,238
7184561,3109562660,20230507,1683470711,Organic Search,direct,cpc,desktop,Edge,Macintosh,True,South America,Brazil,São Paulo,6646,461,8,4,,Organic Search|direct|cpc,118,,,South America|Brazil|São Paulo,1,,20230507|1683470711,239
1753509,1097200593,20230211,1676074075,Referral,google,email,desktop,Opera,Linux,True,Asia,India,Nueva Delhi,0,196,8,3,,Referral|google|email,5,,,Asia|India|Nueva Delhi,6,,20230211|1676074075,240
7443103,1839613551,20230930,1696080126,Email,direct,referral,tablet,Safari,Android,True,Oceania,Australia,Sydney,7861,191,7,3,,Email|direct|referral,140,,,Oceania|Australia|Sydney,4,,20230930|1696080126,241
2980742,9490228672,20230615,1686805658,Paid Search,bing,referral,mobile,Safari,Linux,False,Asia,India,Nueva Delhi,0,181,10,3,,Paid Search|bing|referral,88,,,Asia|India|Nueva Delhi,6,,20230615|1686805658,242
3058854,9895864525,20230721,1689957623,Email,youtube,organic,tablet,Edge,iOS,True,Asia,India,Nueva Delhi,0,111,7,4,,Email|youtube|organic,26,,,Asia|India|Nueva Delhi,6,,20230721|1689957623,243
1156141,3554103951,20230722,1690011127,Paid Search,facebook,(none),desktop,Safari,iOS,False,North America,USA,New York,0,551,7,1,,Paid Search|facebook|(none),52,,,North America|USA|New York,3,,20230722|1690011127,244
6284580,1327935169,20231002,1696241373,Organic Search,youtube,organic,mobile,Opera,Android,True,Asia,India,Nueva Delhi,0,936,6,5,,Organic Search|youtube|organic,141,,,Asia|India|Nueva Delhi,6,,20231002|1696241373,245
6906768,3360462450,20230717,1689558307,Social,facebook,referral,desktop,Firefox,Macintosh,False,Europe,Spain,Madrid,0,378,6,1,,Social|facebook|referral,114,,,Europe|Spain|Madrid,5,,20230717|1689558307,246
7071985,8592925019,20230604,1685877657,Organic Search,facebook,referral,mobile,Chrome,iOS,True,South America,Brazil,São Paulo,0,174,3,2,,Organic Search|facebook|referral,84,,,South America|Brazil|São Paulo,1,,20230604|1685877657,247
5620407,1770949995,20231014,1697310738,Email,youtube,(none),tablet,Chrome,Windows,False,Oceania,Australia,Sydney,3211,967,3,4,,Email|youtube|(none),1,,,Oceania|Australia|Sydney,4,,20231014|1697310738,248
7978125,4689638464,20230621,1687340774,Social,direct,organic,tablet,Edge,Android,False,Europe,Spain,Madrid,0,200,7,2,,Social|direct|organic,142,,,Europe|Spain|Madrid,5,,20230621|1687340774,249
4206463,4457228919,20230803,1691026118,Email,bing,referral,desktop,Chrome,iOS,True,Asia,India,Nueva Delhi,0,668,2,4,,Email|bing|referral,7,,,Asia|India|Nueva Delhi,6,,20230803|1691026118,250
3288276,9634182759,20230714,1689296540,Referral,youtube,email,mobile,Safari,Linux,True,South America,Brazil,São Paulo,0,962,10,2,,Referral|youtube|email,102,,,South America|Brazil|São Paulo,1,,20230714|1689296540,251
2284956,7208650828,20230117,1673994659,Organic Search,direct,(none),desktop,Edge,Windows,False,Europe,Germany,Berlin,0,215,5,3,,Organic Search|direct|(none),69,,,Europe|Germany|Berlin,2,,20230117|1673994659,252
7322130,2410350247,20230630,1688143065,Display,google,email,tablet,Safari,Linux,False,Europe,Spain,Madrid,0,34,2,2,,Display|google|email,24,,,Europe|Spain|Madrid,5,,20230630|1688143065,253
2698523,3672730694,20231215,1702650891,Direct,bing,(none),tablet,Firefox,Android,False,Europe,Germany,Berlin,0,358,5,4,,Direct|bing|(none),33,,,Europe|Germany|Berlin,2,,20231215|1702650891,254
7083318,5079349090,20230925,1695645669,Organic Search,google,email,desktop,Edge,Windows,True,South America,Brazil,São Paulo,0,547,2,3,,Organic Search|google|email,108,,,South America|Brazil|São Paulo,1,,20230925|1695645669,255
6605550,7894555811,20230518,1684382143,Referral,direct,cpc,desktop,Firefox,Macintosh,True,South America,Brazil,São Paulo,0,501,8,5,,Referral|direct|cpc,132,,,South America|Brazil|São Paulo,1,,20230518|1684382143,256
